,Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
16380,2019-12-01,Europe,Romania,male,241,264,-8.7
16381,2019-12-01,Europe,Romania,female,128,117,9.4
16384,2020-01-01,Europe,Romania,male,313,315,-0.6
16385,2020-01-01,Europe,Romania,female,115,129,-10.9
16388,2020-02-01,Europe,Romania,male,191,265,-27.9
16389,2020-02-01,Europe,Romania,female,68,116,-41.4
16392,2020-03-01,Europe,Romania,male,84,355,-76.3
16393,2020-03-01,Europe,Romania,female,19,164,-88.4
16396,2020-04-01,Europe,Romania,male,39,440,-91.1
16397,2020-04-01,Europe,Romania,female,1,310,-99.7
16400,2020-05-01,Europe,Romania,male,46,366,-87.4
16401,2020-05-01,Europe,Romania,female,0,196,-100.0
16404,2020-06-01,Europe,Romania,male,70,328,-78.7
16405,2020-06-01,Europe,Romania,female,3,229,-98.7
16408,2020-07-01,Europe,Romania,male,68,337,-79.8
16409,2020-07-01,Europe,Romania,female,5,201,-97.5
16412,2020-08-01,Europe,Romania,male,91,415,-78.1
16413,2020-08-01,Europe,Romania,female,12,287,-95.8
16416,2020-09-01,Europe,Romania,male,76,408,-81.4
16417,2020-09-01,Europe,Romania,female,4,309,-98.7
16420,2020-10-01,Europe,Romania,male,80,445,-82.0
16421,2020-10-01,Europe,Romania,female,6,245,-97.6
16424,2020-11-01,Europe,Romania,male,83,457,-81.8
16425,2020-11-01,Europe,Romania,female,4,193,-97.9
16428,2020-12-01,Europe,Romania,male,53,241,-78.0
16429,2020-12-01,Europe,Romania,female,2,128,-98.4
16432,2021-01-01,Europe,Romania,male,53,313,-83.1
16433,2021-01-01,Europe,Romania,female,4,115,-96.5
16436,2021-02-01,Europe,Romania,male,69,191,-63.9
16437,2021-02-01,Europe,Romania,female,16,68,-76.5
16440,2021-03-01,Europe,Romania,male,87,84,3.6
16441,2021-03-01,Europe,Romania,female,6,19,-68.4
16444,2021-04-01,Europe,Romania,male,85,39,117.9
16445,2021-04-01,Europe,Romania,female,3,1,200.0
16448,2021-05-01,Europe,Romania,male,65,46,41.3
16449,2021-05-01,Europe,Romania,female,5,0,0.0
16452,2021-06-01,Europe,Romania,male,50,70,-28.6
16453,2021-06-01,Europe,Romania,female,2,3,-33.3
16456,2021-07-01,Europe,Romania,male,91,68,33.8
16457,2021-07-01,Europe,Romania,female,11,5,120.0
16460,2021-08-01,Europe,Romania,male,93,91,2.2
16461,2021-08-01,Europe,Romania,female,32,12,166.7
16464,2021-09-01,Europe,Romania,male,151,76,98.7
16465,2021-09-01,Europe,Romania,female,12,4,200.0
16468,2021-10-01,Europe,Romania,male,175,80,118.8
16469,2021-10-01,Europe,Romania,female,16,6,166.7
16472,2021-11-01,Europe,Romania,male,164,83,97.6
16473,2021-11-01,Europe,Romania,female,13,4,225.0
16476,2021-12-01,Europe,Romania,male,145,53,173.6
16477,2021-12-01,Europe,Romania,female,16,2,700.0
16480,2022-01-01,Europe,Romania,male,200,53,277.4
16481,2022-01-01,Europe,Romania,female,13,4,225.0
16484,2022-02-01,Europe,Romania,male,192,69,178.3
16485,2022-02-01,Europe,Romania,female,25,16,56.2
16488,2022-03-01,Europe,Romania,male,200,87,129.9
16489,2022-03-01,Europe,Romania,female,18,6,200.0
16492,2022-04-01,Europe,Romania,male,175,85,105.9
16493,2022-04-01,Europe,Romania,female,55,3,1733.3
16496,2022-05-01,Europe,Romania,male,170,65,161.5
16497,2022-05-01,Europe,Romania,female,69,5,1280.0
16500,2022-06-01,Europe,Romania,male,174,50,248.0
16501,2022-06-01,Europe,Romania,female,72,2,3500.0
16504,2022-07-01,Europe,Romania,male,215,91,136.3
16505,2022-07-01,Europe,Romania,female,107,11,872.7
16508,2022-08-01,Europe,Romania,male,255,93,174.2
16509,2022-08-01,Europe,Romania,female,147,32,359.4
16512,2022-09-01,Europe,Romania,male,273,151,80.8
16513,2022-09-01,Europe,Romania,female,164,12,1266.7
16516,2022-10-01,Europe,Romania,male,414,175,136.6
16517,2022-10-01,Europe,Romania,female,294,16,1737.5
16520,2022-11-01,Europe,Romania,male,248,164,51.2
16521,2022-11-01,Europe,Romania,female,148,13,1038.5
16524,2022-12-01,Europe,Romania,male,233,145,60.7
16525,2022-12-01,Europe,Romania,female,118,16,637.5
16528,2023-01-01,Europe,Romania,male,179,200,-10.5
16529,2023-01-01,Europe,Romania,female,90,13,592.3
16532,2023-02-01,Europe,Romania,male,203,192,5.7
16533,2023-02-01,Europe,Romania,female,130,25,420.0
16536,2023-03-01,Europe,Romania,male,363,200,81.5
16537,2023-03-01,Europe,Romania,female,342,18,1800.0
16540,2023-04-01,Europe,Romania,male,454,175,159.4
16541,2023-04-01,Europe,Romania,female,518,55,841.8
16544,2023-05-01,Europe,Romania,male,352,170,107.1
16545,2023-05-01,Europe,Romania,female,327,69,373.9
16548,2023-06-01,Europe,Romania,male,282,174,62.1
16549,2023-06-01,Europe,Romania,female,255,72,254.2
16552,2023-07-01,Europe,Romania,male,294,215,36.7
16553,2023-07-01,Europe,Romania,female,339,107,216.8
16556,2023-08-01,Europe,Romania,male,327,255,28.2
16557,2023-08-01,Europe,Romania,female,378,147,157.1
16560,2016-01-01,Europe,Russia,male,6812,5837,16.7
16561,2016-01-01,Europe,Russia,female,5796,5065,14.4
16564,2016-02-01,Europe,Russia,male,5922,4520,31.0
16565,2016-02-01,Europe,Russia,female,4611,3581,28.8
16568,2016-03-01,Europe,Russia,male,8434,6174,36.6
16569,2016-03-01,Europe,Russia,female,6315,5289,19.4
16572,2016-04-01,Europe,Russia,male,9052,6771,33.7
16573,2016-04-01,Europe,Russia,female,6717,5818,15.5
16576,2016-05-01,Europe,Russia,male,8881,7557,17.5
16577,2016-05-01,Europe,Russia,female,7119,6233,14.2
16580,2016-06-01,Europe,Russia,male,8091,5383,50.3
16581,2016-06-01,Europe,Russia,female,7443,4736,57.2
16584,2016-07-01,Europe,Russia,male,7369,5126,43.8
16585,2016-07-01,Europe,Russia,female,7775,5132,51.5
16588,2016-08-01,Europe,Russia,male,7324,6002,22.0
16589,2016-08-01,Europe,Russia,female,7471,6072,23.0
16592,2016-09-01,Europe,Russia,male,8093,6309,28.3
16593,2016-09-01,Europe,Russia,female,7458,5498,35.6
16596,2016-10-01,Europe,Russia,male,9757,7374,32.3
16597,2016-10-01,Europe,Russia,female,8084,6106,32.4
16600,2016-11-01,Europe,Russia,male,8627,6959,24.0
16601,2016-11-01,Europe,Russia,female,6456,5541,16.5
16604,2016-12-01,Europe,Russia,male,7887,6295,25.3
16605,2016-12-01,Europe,Russia,female,6089,4896,24.4
16608,2017-01-01,Europe,Russia,male,8150,6812,19.6
16609,2017-01-01,Europe,Russia,female,7230,5796,24.7
16612,2017-02-01,Europe,Russia,male,7770,5922,31.2
16613,2017-02-01,Europe,Russia,female,6073,4611,31.7
16616,2017-03-01,Europe,Russia,male,10291,8434,22.0
16617,2017-03-01,Europe,Russia,female,8258,6315,30.8
16620,2017-04-01,Europe,Russia,male,11502,9052,27.1
16621,2017-04-01,Europe,Russia,female,9173,6717,36.6
16624,2017-05-01,Europe,Russia,male,9668,8881,8.9
16625,2017-05-01,Europe,Russia,female,7658,7119,7.6
16628,2017-06-01,Europe,Russia,male,10037,8091,24.1
16629,2017-06-01,Europe,Russia,female,9270,7443,24.5
16632,2017-07-01,Europe,Russia,male,9266,7369,25.7
16633,2017-07-01,Europe,Russia,female,9334,7775,20.1
16636,2017-08-01,Europe,Russia,male,8274,7324,13.0
16637,2017-08-01,Europe,Russia,female,8606,7471,15.2
16640,2017-09-01,Europe,Russia,male,9681,8093,19.6
16641,2017-09-01,Europe,Russia,female,8411,7458,12.8
16644,2017-10-01,Europe,Russia,male,11302,9757,15.8
16645,2017-10-01,Europe,Russia,female,9725,8084,20.3
16648,2017-11-01,Europe,Russia,male,10303,8627,19.4
16649,2017-11-01,Europe,Russia,female,8408,6456,30.2
16652,2017-12-01,Europe,Russia,male,8690,7887,10.2
16653,2017-12-01,Europe,Russia,female,7454,6089,22.4
16656,2018-01-01,Europe,Russia,male,9440,8150,15.8
16657,2018-01-01,Europe,Russia,female,8125,7230,12.4
16660,2018-02-01,Europe,Russia,male,9414,7770,21.2
16661,2018-02-01,Europe,Russia,female,7679,6073,26.4
16664,2018-03-01,Europe,Russia,male,11299,10291,9.8
16665,2018-03-01,Europe,Russia,female,9683,8258,17.3
16668,2018-04-01,Europe,Russia,male,13631,11502,18.5
16669,2018-04-01,Europe,Russia,female,11229,9173,22.4
16672,2018-05-01,Europe,Russia,male,11752,9668,21.6
16673,2018-05-01,Europe,Russia,female,8909,7658,16.3
16676,2018-06-01,Europe,Russia,male,10912,10037,8.7
16677,2018-06-01,Europe,Russia,female,10822,9270,16.7
16680,2018-07-01,Europe,Russia,male,10450,9266,12.8
16681,2018-07-01,Europe,Russia,female,13813,9334,48.0
16684,2018-08-01,Europe,Russia,male,9029,8274,9.1
16685,2018-08-01,Europe,Russia,female,9504,8606,10.4
16688,2018-09-01,Europe,Russia,male,9443,9681,-2.5
16689,2018-09-01,Europe,Russia,female,9881,8411,17.5
16692,2018-10-01,Europe,Russia,male,11630,11302,2.9
16693,2018-10-01,Europe,Russia,female,11287,9725,16.1
16696,2018-11-01,Europe,Russia,male,9986,10303,-3.1
16697,2018-11-01,Europe,Russia,female,8544,8408,1.6
16700,2018-12-01,Europe,Russia,male,9465,8690,8.9
16701,2018-12-01,Europe,Russia,female,8332,7454,11.8
16704,2019-01-01,Europe,Russia,male,10572,9440,12.0
16705,2019-01-01,Europe,Russia,female,9487,8125,16.8
16708,2019-02-01,Europe,Russia,male,8297,9414,-11.9
16709,2019-02-01,Europe,Russia,female,7364,7679,-4.1
16712,2019-03-01,Europe,Russia,male,12054,11299,6.7
16713,2019-03-01,Europe,Russia,female,11568,9683,19.5
16716,2019-04-01,Europe,Russia,male,13954,13631,2.4
16717,2019-04-01,Europe,Russia,female,13781,11229,22.7
16720,2019-05-01,Europe,Russia,male,14269,11752,21.4
16721,2019-05-01,Europe,Russia,female,12920,8909,45.0
16724,2019-06-01,Europe,Russia,male,11588,10912,6.2
16725,2019-06-01,Europe,Russia,female,12522,10822,15.7
16728,2019-07-01,Europe,Russia,male,10755,10450,2.9
16729,2019-07-01,Europe,Russia,female,12968,13813,-6.1
16732,2019-08-01,Europe,Russia,male,10968,9029,21.5
16733,2019-08-01,Europe,Russia,female,13609,9504,43.2
16736,2019-09-01,Europe,Russia,male,11907,9443,26.1
16737,2019-09-01,Europe,Russia,female,12896,9881,30.5
16740,2019-10-01,Europe,Russia,male,13768,11630,18.4
16741,2019-10-01,Europe,Russia,female,14581,11287,29.2
16744,2019-11-01,Europe,Russia,male,11294,9986,13.1
16745,2019-11-01,Europe,Russia,female,10636,8544,24.5
16748,2019-12-01,Europe,Russia,male,10830,9465,14.4
16749,2019-12-01,Europe,Russia,female,10272,8332,23.3
16752,2020-01-01,Europe,Russia,male,11816,10572,11.8
16753,2020-01-01,Europe,Russia,female,12155,9487,28.1
16756,2020-02-01,Europe,Russia,male,9417,8297,13.5
16757,2020-02-01,Europe,Russia,female,8592,7364,16.7
16760,2020-03-01,Europe,Russia,male,1576,12054,-86.9
16761,2020-03-01,Europe,Russia,female,1346,11568,-88.4
16764,2020-04-01,Europe,Russia,male,136,13954,-99.0
16765,2020-04-01,Europe,Russia,female,24,13781,-99.8
16768,2020-05-01,Europe,Russia,male,97,14269,-99.3
16769,2020-05-01,Europe,Russia,female,54,12920,-99.6
16772,2020-06-01,Europe,Russia,male,267,11588,-97.7
16773,2020-06-01,Europe,Russia,female,153,12522,-98.8
16776,2020-07-01,Europe,Russia,male,270,10755,-97.5
16777,2020-07-01,Europe,Russia,female,176,12968,-98.6
16780,2020-08-01,Europe,Russia,male,431,10968,-96.1
16781,2020-08-01,Europe,Russia,female,416,13609,-96.9
16784,2020-09-01,Europe,Russia,male,328,11907,-97.2
16785,2020-09-01,Europe,Russia,female,292,12896,-97.7
16788,2020-10-01,Europe,Russia,male,469,13768,-96.6
16789,2020-10-01,Europe,Russia,female,267,14581,-98.2
16792,2020-11-01,Europe,Russia,male,338,11294,-97.0
16793,2020-11-01,Europe,Russia,female,259,10636,-97.6
16796,2020-12-01,Europe,Russia,male,312,10830,-97.1
16797,2020-12-01,Europe,Russia,female,252,10272,-97.5
16800,2021-01-01,Europe,Russia,male,403,11816,-96.6
16801,2021-01-01,Europe,Russia,female,218,12155,-98.2
16804,2021-02-01,Europe,Russia,male,510,9417,-94.6
16805,2021-02-01,Europe,Russia,female,448,8592,-94.8
16808,2021-03-01,Europe,Russia,male,510,1576,-67.6
16809,2021-03-01,Europe,Russia,female,353,1346,-73.8
16812,2021-04-01,Europe,Russia,male,587,136,331.6
16813,2021-04-01,Europe,Russia,female,320,24,1233.3
16816,2021-05-01,Europe,Russia,male,529,97,445.4
16817,2021-05-01,Europe,Russia,female,421,54,679.6
16820,2021-06-01,Europe,Russia,male,607,267,127.3
16821,2021-06-01,Europe,Russia,female,428,153,179.7
16824,2021-07-01,Europe,Russia,male,666,270,146.7
16825,2021-07-01,Europe,Russia,female,555,176,215.3
16828,2021-08-01,Europe,Russia,male,704,431,63.3
16829,2021-08-01,Europe,Russia,female,886,416,113.0
16832,2021-09-01,Europe,Russia,male,868,328,164.6
16833,2021-09-01,Europe,Russia,female,761,292,160.6
16836,2021-10-01,Europe,Russia,male,1064,469,126.9
16837,2021-10-01,Europe,Russia,female,700,267,162.2
16840,2021-11-01,Europe,Russia,male,1010,338,198.8
16841,2021-11-01,Europe,Russia,female,750,259,189.6
16844,2021-12-01,Europe,Russia,male,805,312,158.0
16845,2021-12-01,Europe,Russia,female,659,252,161.5
16848,2022-01-01,Europe,Russia,male,816,403,102.5
16849,2022-01-01,Europe,Russia,female,550,218,152.3
16852,2022-02-01,Europe,Russia,male,929,510,82.2
16853,2022-02-01,Europe,Russia,female,839,448,87.3
16856,2022-03-01,Europe,Russia,male,713,510,39.8
16857,2022-03-01,Europe,Russia,female,528,353,49.6
16860,2022-04-01,Europe,Russia,male,993,587,69.2
16861,2022-04-01,Europe,Russia,female,655,320,104.7
16864,2022-05-01,Europe,Russia,male,1409,529,166.4
16865,2022-05-01,Europe,Russia,female,839,421,99.3
16868,2022-06-01,Europe,Russia,male,1630,607,168.5
16869,2022-06-01,Europe,Russia,female,1194,428,179.0
16872,2022-07-01,Europe,Russia,male,2061,666,209.5
16873,2022-07-01,Europe,Russia,female,1961,555,253.3
16876,2022-08-01,Europe,Russia,male,2310,704,228.1
16877,2022-08-01,Europe,Russia,female,2420,886,173.1
16880,2022-09-01,Europe,Russia,male,2695,868,210.5
16881,2022-09-01,Europe,Russia,female,2386,761,213.5
16884,2022-10-01,Europe,Russia,male,2619,1064,146.1
16885,2022-10-01,Europe,Russia,female,2223,700,217.6
16888,2022-11-01,Europe,Russia,male,3240,1010,220.8
16889,2022-11-01,Europe,Russia,female,2613,750,248.4
16892,2022-12-01,Europe,Russia,male,3900,805,384.5
16893,2022-12-01,Europe,Russia,female,3208,659,386.8
16896,2023-01-01,Europe,Russia,male,3466,816,324.8
16897,2023-01-01,Europe,Russia,female,3061,550,456.5
16900,2023-02-01,Europe,Russia,male,2849,929,206.7
16901,2023-02-01,Europe,Russia,female,2566,839,205.8
16904,2023-03-01,Europe,Russia,male,4462,713,525.8
16905,2023-03-01,Europe,Russia,female,4327,528,719.5
16908,2023-04-01,Europe,Russia,male,5050,993,408.6
16909,2023-04-01,Europe,Russia,female,5218,655,696.6
16912,2023-05-01,Europe,Russia,male,4841,1409,243.6
16913,2023-05-01,Europe,Russia,female,4467,839,432.4
16916,2023-06-01,Europe,Russia,male,4948,1630,203.6
16917,2023-06-01,Europe,Russia,female,5305,1194,344.3
16920,2023-07-01,Europe,Russia,male,5011,2061,143.1
16921,2023-07-01,Europe,Russia,female,6746,1961,244.0
16924,2023-08-01,Europe,Russia,male,4767,2310,106.4
16925,2023-08-01,Europe,Russia,female,6473,2420,167.5
16928,2016-01-01,Asia,Singapore,male,3571,3888,-8.2
16929,2016-01-01,Asia,Singapore,female,3353,3838,-12.6
16932,2016-02-01,Asia,Singapore,male,3361,3508,-4.2
16933,2016-02-01,Asia,Singapore,female,3521,3592,-2.0
16936,2016-03-01,Asia,Singapore,male,7036,6357,10.7
16937,2016-03-01,Asia,Singapore,female,9085,8059,12.7
16940,2016-04-01,Asia,Singapore,male,7505,6788,10.6
16941,2016-04-01,Asia,Singapore,female,11232,10445,7.5
16944,2016-05-01,Asia,Singapore,male,6623,6624,0.0
16945,2016-05-01,Asia,Singapore,female,9716,9090,6.9
16948,2016-06-01,Asia,Singapore,male,8590,3128,174.6
16949,2016-06-01,Asia,Singapore,female,11709,3781,209.7
16952,2016-07-01,Asia,Singapore,male,4395,1817,141.9
16953,2016-07-01,Asia,Singapore,female,5432,1568,246.4
16956,2016-08-01,Asia,Singapore,male,4308,3051,41.2
16957,2016-08-01,Asia,Singapore,female,5066,2907,74.3
16960,2016-09-01,Asia,Singapore,male,6813,4699,45.0
16961,2016-09-01,Asia,Singapore,female,9314,6050,54.0
16964,2016-10-01,Asia,Singapore,male,8620,6275,37.4
16965,2016-10-01,Asia,Singapore,female,12741,8091,57.5
16968,2016-11-01,Asia,Singapore,male,9766,7593,28.6
16969,2016-11-01,Asia,Singapore,female,13230,9472,39.7
16972,2016-12-01,Asia,Singapore,male,17195,11765,46.2
16973,2016-12-01,Asia,Singapore,female,21281,14365,48.1
16976,2017-01-01,Asia,Singapore,male,4079,3571,14.2
16977,2017-01-01,Asia,Singapore,female,4251,3353,26.8
16980,2017-02-01,Asia,Singapore,male,3788,3361,12.7
16981,2017-02-01,Asia,Singapore,female,3740,3521,6.2
16984,2017-03-01,Asia,Singapore,male,8149,7036,15.8
16985,2017-03-01,Asia,Singapore,female,11386,9085,25.3
16988,2017-04-01,Asia,Singapore,male,8151,7505,8.6
16989,2017-04-01,Asia,Singapore,female,13326,11232,18.6
16992,2017-05-01,Asia,Singapore,male,6765,6623,2.1
16993,2017-05-01,Asia,Singapore,female,10289,9716,5.9
16996,2017-06-01,Asia,Singapore,male,8260,8590,-3.8
16997,2017-06-01,Asia,Singapore,female,11834,11709,1.1
17000,2017-07-01,Asia,Singapore,male,4195,4395,-4.6
17001,2017-07-01,Asia,Singapore,female,4995,5432,-8.0
17004,2017-08-01,Asia,Singapore,male,4327,4308,0.4
17005,2017-08-01,Asia,Singapore,female,4940,5066,-2.5
17008,2017-09-01,Asia,Singapore,male,5940,6813,-12.8
17009,2017-09-01,Asia,Singapore,female,7756,9314,-16.7
17012,2017-10-01,Asia,Singapore,male,7214,8620,-16.3
17013,2017-10-01,Asia,Singapore,female,10344,12741,-18.8
17016,2017-11-01,Asia,Singapore,male,8707,9766,-10.8
17017,2017-11-01,Asia,Singapore,female,11666,13230,-11.8
17020,2017-12-01,Asia,Singapore,male,15291,17195,-11.1
17021,2017-12-01,Asia,Singapore,female,19316,21281,-9.2
17024,2018-01-01,Asia,Singapore,male,3929,4079,-3.7
17025,2018-01-01,Asia,Singapore,female,4180,4251,-1.7
17028,2018-02-01,Asia,Singapore,male,3784,3788,-0.1
17029,2018-02-01,Asia,Singapore,female,3953,3740,5.7
17032,2018-03-01,Asia,Singapore,male,8321,8149,2.1
17033,2018-03-01,Asia,Singapore,female,12443,11386,9.3
17036,2018-04-01,Asia,Singapore,male,7784,8151,-4.5
17037,2018-04-01,Asia,Singapore,female,11903,13326,-10.7
17040,2018-05-01,Asia,Singapore,male,7450,6765,10.1
17041,2018-05-01,Asia,Singapore,female,10818,10289,5.1
17044,2018-06-01,Asia,Singapore,male,9141,8260,10.7
17045,2018-06-01,Asia,Singapore,female,12557,11834,6.1
17048,2018-07-01,Asia,Singapore,male,4638,4195,10.6
17049,2018-07-01,Asia,Singapore,female,5397,4995,8.0
17052,2018-08-01,Asia,Singapore,male,4548,4327,5.1
17053,2018-08-01,Asia,Singapore,female,5793,4940,17.3
17056,2018-09-01,Asia,Singapore,male,5957,5940,0.3
17057,2018-09-01,Asia,Singapore,female,7954,7756,2.6
17060,2018-10-01,Asia,Singapore,male,8509,7214,18.0
17061,2018-10-01,Asia,Singapore,female,11818,10344,14.2
17064,2018-11-01,Asia,Singapore,male,10563,8707,21.3
17065,2018-11-01,Asia,Singapore,female,13954,11666,19.6
17068,2018-12-01,Asia,Singapore,male,17477,15291,14.3
17069,2018-12-01,Asia,Singapore,female,21735,19316,12.5
17072,2019-01-01,Asia,Singapore,male,4175,3929,6.3
17073,2019-01-01,Asia,Singapore,female,4450,4180,6.5
17076,2019-02-01,Asia,Singapore,male,4192,3784,10.8
17077,2019-02-01,Asia,Singapore,female,4527,3953,14.5
17080,2019-03-01,Asia,Singapore,male,8476,8321,1.9
17081,2019-03-01,Asia,Singapore,female,12376,12443,-0.5
17084,2019-04-01,Asia,Singapore,male,8532,7784,9.6
17085,2019-04-01,Asia,Singapore,female,13509,11903,13.5
17088,2019-05-01,Asia,Singapore,male,7546,7450,1.3
17089,2019-05-01,Asia,Singapore,female,11277,10818,4.2
17092,2019-06-01,Asia,Singapore,male,10238,9141,12.0
17093,2019-06-01,Asia,Singapore,female,13238,12557,5.4
17096,2019-07-01,Asia,Singapore,male,4442,4638,-4.2
17097,2019-07-01,Asia,Singapore,female,5241,5397,-2.9
17100,2019-08-01,Asia,Singapore,male,5147,4548,13.2
17101,2019-08-01,Asia,Singapore,female,6564,5793,13.3
17104,2019-09-01,Asia,Singapore,male,7025,5957,17.9
17105,2019-09-01,Asia,Singapore,female,9452,7954,18.8
17108,2019-10-01,Asia,Singapore,male,9256,8509,8.8
17109,2019-10-01,Asia,Singapore,female,14165,11818,19.9
17112,2019-11-01,Asia,Singapore,male,11214,10563,6.2
17113,2019-11-01,Asia,Singapore,female,15007,13954,7.5
17116,2019-12-01,Asia,Singapore,male,18570,17477,6.3
17117,2019-12-01,Asia,Singapore,female,22452,21735,3.3
17120,2020-01-01,Asia,Singapore,male,4454,4175,6.7
17121,2020-01-01,Asia,Singapore,female,4993,4450,12.2
17124,2020-02-01,Asia,Singapore,male,2297,4192,-45.2
17125,2020-02-01,Asia,Singapore,female,2549,4527,-43.7
17128,2020-03-01,Asia,Singapore,male,95,8476,-98.9
17129,2020-03-01,Asia,Singapore,female,108,12376,-99.1
17132,2020-04-01,Asia,Singapore,male,22,8532,-99.7
17133,2020-04-01,Asia,Singapore,female,12,13509,-99.9
17136,2020-05-01,Asia,Singapore,male,23,7546,-99.7
17137,2020-05-01,Asia,Singapore,female,12,11277,-99.9
17140,2020-06-01,Asia,Singapore,male,21,10238,-99.8
17141,2020-06-01,Asia,Singapore,female,14,13238,-99.9
17144,2020-07-01,Asia,Singapore,male,23,4442,-99.5
17145,2020-07-01,Asia,Singapore,female,4,5241,-99.9
17148,2020-08-01,Asia,Singapore,male,42,5147,-99.2
17149,2020-08-01,Asia,Singapore,female,25,6564,-99.6
17152,2020-09-01,Asia,Singapore,male,27,7025,-99.6
17153,2020-09-01,Asia,Singapore,female,18,9452,-99.8
17156,2020-10-01,Asia,Singapore,male,49,9256,-99.5
17157,2020-10-01,Asia,Singapore,female,16,14165,-99.9
17160,2020-11-01,Asia,Singapore,male,67,11214,-99.4
17161,2020-11-01,Asia,Singapore,female,31,15007,-99.8
17164,2020-12-01,Asia,Singapore,male,41,18570,-99.8
17165,2020-12-01,Asia,Singapore,female,8,22452,-100.0
17168,2021-01-01,Asia,Singapore,male,38,4454,-99.1
17169,2021-01-01,Asia,Singapore,female,19,4993,-99.6
17172,2021-02-01,Asia,Singapore,male,37,2297,-98.4
17173,2021-02-01,Asia,Singapore,female,39,2549,-98.5
17176,2021-03-01,Asia,Singapore,male,45,95,-52.6
17177,2021-03-01,Asia,Singapore,female,23,108,-78.7
17180,2021-04-01,Asia,Singapore,male,28,22,27.3
17181,2021-04-01,Asia,Singapore,female,10,12,-16.7
17184,2021-05-01,Asia,Singapore,male,34,23,47.8
17185,2021-05-01,Asia,Singapore,female,14,12,16.7
17188,2021-06-01,Asia,Singapore,male,27,21,28.6
17189,2021-06-01,Asia,Singapore,female,10,14,-28.6
17192,2021-07-01,Asia,Singapore,male,49,23,113.0
17193,2021-07-01,Asia,Singapore,female,16,4,300.0
17196,2021-08-01,Asia,Singapore,male,68,42,61.9
17197,2021-08-01,Asia,Singapore,female,72,25,188.0
17200,2021-09-01,Asia,Singapore,male,111,27,311.1
17201,2021-09-01,Asia,Singapore,female,36,18,100.0
17204,2021-10-01,Asia,Singapore,male,133,49,171.4
17205,2021-10-01,Asia,Singapore,female,49,16,206.2
17208,2021-11-01,Asia,Singapore,male,1112,67,1559.7
17209,2021-11-01,Asia,Singapore,female,1059,31,3316.1
17212,2021-12-01,Asia,Singapore,male,1558,41,3700.0
17213,2021-12-01,Asia,Singapore,female,1780,8,22150.0
17216,2022-01-01,Asia,Singapore,male,555,38,1360.5
17217,2022-01-01,Asia,Singapore,female,553,19,2810.5
17220,2022-02-01,Asia,Singapore,male,623,37,1583.8
17221,2022-02-01,Asia,Singapore,female,640,39,1541.0
17224,2022-03-01,Asia,Singapore,male,1007,45,2137.8
17225,2022-03-01,Asia,Singapore,female,1176,23,5013.0
17228,2022-04-01,Asia,Singapore,male,1496,28,5242.9
17229,2022-04-01,Asia,Singapore,female,2071,10,20610.0
17232,2022-05-01,Asia,Singapore,male,2731,34,7932.4
17233,2022-05-01,Asia,Singapore,female,3632,14,25842.9
17236,2022-06-01,Asia,Singapore,male,4158,27,15300.0
17237,2022-06-01,Asia,Singapore,female,5705,10,56950.0
17240,2022-07-01,Asia,Singapore,male,2955,49,5930.6
17241,2022-07-01,Asia,Singapore,female,4124,16,25675.0
17244,2022-08-01,Asia,Singapore,male,3046,68,4379.4
17245,2022-08-01,Asia,Singapore,female,3741,72,5095.8
17248,2022-09-01,Asia,Singapore,male,5833,111,5155.0
17249,2022-09-01,Asia,Singapore,female,8201,36,22680.6
17252,2022-10-01,Asia,Singapore,male,9446,133,7002.3
17253,2022-10-01,Asia,Singapore,female,14434,49,29357.1
17256,2022-11-01,Asia,Singapore,male,13454,1112,1109.9
17257,2022-11-01,Asia,Singapore,female,18423,1059,1639.7
17260,2022-12-01,Asia,Singapore,male,21711,1558,1293.5
17261,2022-12-01,Asia,Singapore,female,27681,1780,1455.1
17264,2023-01-01,Asia,Singapore,male,5414,555,875.5
17265,2023-01-01,Asia,Singapore,female,6578,553,1089.5
17268,2023-02-01,Asia,Singapore,male,4769,623,665.5
17269,2023-02-01,Asia,Singapore,female,6293,640,883.3
17272,2023-03-01,Asia,Singapore,male,12726,1007,1163.8
17273,2023-03-01,Asia,Singapore,female,20381,1176,1633.1
17276,2023-04-01,Asia,Singapore,male,11356,1496,659.1
17277,2023-04-01,Asia,Singapore,female,18644,2071,800.2
17280,2023-05-01,Asia,Singapore,male,11342,2731,315.3
17281,2023-05-01,Asia,Singapore,female,17781,3632,389.6
17284,2023-06-01,Asia,Singapore,male,13749,4158,230.7
17285,2023-06-01,Asia,Singapore,female,20228,5705,254.6
17288,2023-07-01,Asia,Singapore,male,5050,2955,70.9
17289,2023-07-01,Asia,Singapore,female,6818,4124,65.3
17292,2023-08-01,Asia,Singapore,male,5595,3046,83.7
17293,2023-08-01,Asia,Singapore,female,8031,3741,114.7
17296,2016-01-01,Europe,Spain,male,738,733,0.7
17297,2016-01-01,Europe,Spain,female,326,266,22.6
17300,2016-02-01,Europe,Spain,male,728,700,4.0
17301,2016-02-01,Europe,Spain,female,343,311,10.3
17304,2016-03-01,Europe,Spain,male,1149,1034,11.1
17305,2016-03-01,Europe,Spain,female,541,431,25.5
17308,2016-04-01,Europe,Spain,male,1048,1022,2.5
17309,2016-04-01,Europe,Spain,female,469,484,-3.1
